Frequency[MHz];Amplitude RX1[mV] at pwm=100
 99.438;1164
 99.500;1169
 99.563;1181
 99.625;1174
 99.688;1169
 99.750;1171
 99.813;1171
 99.875;1169
 99.938;1159
100.000;1166
100.063;1162
100.125;1157
100.188;1166
100.250;1157
100.313;1159
100.375;1164
100.438;1166
100.500;1164
100.563;1166
100.625;1166
100.688;1154
100.750;1157
100.813;1157
100.875;1159
100.938;1159
101.000;1159
101.063;1152
101.125;1159
101.188;1166
101.250;1164
101.313;1162
101.375;1162
101.438;1154
101.500;1162
101.563;1152
101.625;1166
101.688;1157
101.750;1157
101.813;1162
101.875;1162
101.938;1154
102.000;1166
102.063;1164
102.125;1157
102.188;1162
102.250;1162
102.313;1157
102.375;1164
102.438;1166
102.500;1149
102.563;1171
102.625;1174
102.688;1154
102.750;1154
102.813;1152
102.875;1159
102.938;1171
103.000;1152
103.063;1171
103.125;1164
103.188;1162
103.250;1166
103.313;1166
103.375;1159
103.438;1164
103.500;1166
103.563;1154
103.625;1159
103.688;1166
103.750;1162
103.813;1152
103.875;1166
103.938;1164
104.000;1159
104.063;1164
104.125;1164
104.188;1157
104.250;1176
104.313;1169
104.375;1171
104.438;1174
104.500;1164
104.563;1174
104.625;1169
104.688;1174
104.750;1171
104.813;1169
104.875;1171
104.938;1169
105.000;1174
105.063;1169
105.125;1159
105.188;1159
105.250;1164
105.313;1166
105.375;1169
105.438;1162
105.500;1149
105.563;1159
105.625;1164
105.688;1154
105.750;1162
105.813;1157
105.875;1159
105.938;1162
106.000;1159
106.063;1169
106.125;1162
106.188;1157
106.250;1164
106.313;1154
106.375;1164
106.438;1154
106.500;1149
106.563;1159
106.625;1157
106.688;1164
106.750;1166
106.813;1147
106.875;1147
106.938;1157
107.000;1164
107.063;1171
107.125;1162
107.188;1162
107.250;1154
107.313;1152
107.375;1159
107.438;1152
107.500;1152
107.563;1164
107.625;1162
107.688;1162
107.750;1154
107.813;1159
107.875;1159
107.938;1162
108.000;1149
108.063;1147
108.125;1154
108.188;1162
108.250;1164
108.313;1152
108.375;1157
108.438;1157
108.500;1159
108.563;1162
108.625;1159
108.688;1154
108.750;1159
108.813;1159
108.875;1152
108.938;1154
109.000;1149
109.063;1152
109.125;1147
109.188;1159
109.250;1154
109.313;1147
109.375;1159
109.438;1159
109.500;1162
109.563;1157
109.625;1154
109.688;1159
109.750;1142
109.813;1166
109.875;1152
109.938;1142
110.000;1142
110.063;1154
110.125;1162
110.188;1147
110.250;1152
110.313;1164
110.375;1159
110.438;1159
110.500;1164
110.563;1193
110.625;1213
110.688;1186
110.750;1166
110.813;1166
110.875;1171
110.938;1162
111.000;1162
111.063;1147
111.125;1152
111.188;1159
111.250;1154
111.313;1157
111.375;1147
111.438;1152
111.500;1164
111.563;1157
111.625;1152
111.688;1152
111.750;1149
111.813;1152
111.875;1157
111.938;1149
112.000;1147
112.063;1152
112.125;1145
112.188;1152
112.250;1159
112.313;1159
112.375;1171
112.438;1142
112.500;1147
112.563;1152
112.625;1145
112.688;1147
112.750;1152
112.813;1145
112.875;1154
112.938;1142
113.000;1142
113.063;1149
113.125;1154
113.188;1166
113.250;1149
113.313;1154
113.375;1152
113.438;1145
113.500;1140
113.563;1147
113.625;1147
113.688;1147
113.750;1147
113.813;1140
113.875;1147
113.938;1149
114.000;1149
114.063;1152
114.125;1147
114.188;1157
114.250;1157
114.313;1149
114.375;1140
114.438;1140
114.500;1166
114.563;1152
114.625;1147
114.688;1154
114.750;1149
114.813;1145
114.875;1137
114.938;1149
115.000;1145
115.063;1152
115.125;1140
115.188;1152
115.250;1140
115.313;1149
115.375;1154
115.438;1152
115.500;1152
115.563;1145
115.625;1154
115.688;1152
115.750;1159
115.813;1142
115.875;1152
115.938;1145
116.000;1142
116.063;1159
116.125;1140
116.188;1147
116.250;1152
116.313;1152
116.375;1149
116.438;1147
116.500;1145
116.563;1145
116.625;1142
116.688;1147
116.750;1137
116.813;1147
116.875;1152
116.938;1135
117.000;1152
117.063;1152
117.125;1145
117.188;1152
117.250;1152
117.313;1149
117.375;1140
117.438;1135
117.500;1135
117.563;1145
117.625;1145
117.688;1145
117.750;1140
117.813;1140
117.875;1140
117.938;1147
118.000;1140
118.063;1157
118.125;1145
118.188;1149
118.250;1152
118.313;1152
118.375;1154
118.438;1147
118.500;1149
118.563;1135
118.625;1142
118.688;1149
118.750;1147
118.813;1152
118.875;1149
118.938;1145
119.000;1154
119.063;1147
119.125;1147
119.188;1142
119.250;1147
119.313;1137
119.375;1137
119.438;1152
119.500;1147
119.563;1147
119.625;1149
119.688;1147
119.750;1140
119.813;1135
119.875;1142
119.938;1149
120.000;1142
120.063;1152
120.125;1154
120.188;1152
120.250;1147
120.313;1157
120.375;1145
120.438;1147
120.500;1157
120.563;1162
120.625;1152
120.688;1142
120.750;1152
120.813;1159
120.875;1149
120.938;1147
121.000;1162
121.063;1152
121.125;1147
121.188;1147
121.250;1145
121.313;1152
121.375;1152
121.438;1149
121.500;1145
121.563;1157
121.625;1157
121.688;1157
121.750;1159
121.813;1152
121.875;1157
121.938;1149
122.000;1147
122.063;1152
122.125;1142
122.188;1152
122.250;1157
122.313;1152
122.375;1140
122.438;1154
122.500;1157
122.563;1157
122.625;1154
122.688;1147
122.750;1166
122.813;1166
122.875;1152
122.938;1154
123.000;1149
123.063;1164
123.125;1152
123.188;1157
123.250;1159
123.313;1159
123.375;1162
123.438;1159
123.500;1157
123.563;1149
123.625;1154
123.688;1157
123.750;1154
123.813;1152
123.875;1157
123.938;1164
124.000;1162
124.063;1162
124.125;1166
124.188;1166
124.250;1166
124.313;1152
124.375;1159
124.438;1152
124.500;1164
124.563;1154
124.625;1166
124.688;1152
124.750;1162
124.813;1171
124.875;1162
124.938;1157
125.000;1171
125.063;1162
125.125;1162
125.188;1162
125.250;1157
125.313;1162
125.375;1162
125.438;1157
125.500;1174
125.563;1179
125.625;1171
125.688;1174
125.750;1176
125.813;1171
125.875;1166
125.938;1171
126.000;1164
126.063;1162
126.125;1166
126.188;1174
126.250;1166
126.313;1166
126.375;1162
126.438;1159
126.500;1171
126.563;1164
126.625;1171
126.688;1171
126.750;1196
126.813;1208
126.875;1218
126.938;1196
127.000;1188
127.063;1184
127.125;1174
127.188;1169
127.250;1188
127.313;1215
127.375;1298
127.438;1323
127.500;1284
127.563;1242
127.625;1218
127.688;1191
127.750;1181
127.813;1174
127.875;1169
127.938;1164
128.000;1176
128.063;1169
128.125;1171
128.188;1174
128.250;1164
128.313;1166
128.375;1164
128.438;1169
128.500;1171
128.563;1171
128.625;1179
128.688;1184
128.750;1171
128.813;1176
128.875;1181
128.938;1166
129.000;1162
129.063;1169
129.125;1176
129.188;1171
129.250;1210
129.313;1279
129.375;1389
129.438;1423
129.500;1386
129.563;1337
129.625;1284
129.688;1232
129.750;1191
129.813;1169
129.875;1166
129.938;1171
130.000;1169
130.063;1171
130.125;1169
130.188;1166
130.250;1166
130.313;1164
130.375;1169
130.438;1181
130.500;1174
130.563;1186
130.625;1164
130.688;1169
130.750;1176
130.813;1179
130.875;1171
130.938;1169
131.000;1164
131.063;1171
131.125;1171
131.188;1174
131.250;1176
131.313;1164
131.375;1176
131.438;1174
131.500;1179
131.563;1171
131.625;1179
131.688;1303
131.750;1325
131.813;1245
131.875;1210
131.938;1308
132.000;1311
132.063;1210
132.125;1181
132.188;1181
132.250;1171
132.313;1188
132.375;1179
132.438;1174
132.500;1169
132.563;1181
132.625;1169
132.688;1201
132.750;1191
132.813;1184
132.875;1179
132.938;1171
133.000;1174
133.063;1162
133.125;1164
133.188;1169
133.250;1171
133.313;1162
133.375;1171
133.438;1181
133.500;1176
133.563;1164
133.625;1171
133.688;1169
133.750;1164
133.813;1171
133.875;1164
133.938;1169
134.000;1179
134.063;1166
134.125;1162
134.188;1157
134.250;1184
134.313;1159
134.375;1159
134.438;1166
134.500;1169
134.563;1166
134.625;1159
134.688;1162
134.750;1164
134.813;1169
134.875;1174
134.938;1162
135.000;1181
135.063;1164
135.125;1164
135.188;1171
135.250;1166
135.313;1159
135.375;1157
135.438;1169
135.500;1162
135.563;1154
135.625;1162
135.688;1166
135.750;1157
135.813;1157
135.875;1159
135.938;1149
136.000;1159
136.063;1164
136.125;1162
136.188;1166
136.250;1159
136.313;1159
136.375;1162
136.438;1162
136.500;1162
136.563;1149
136.625;1157
136.688;1154
136.750;1154
136.813;1157
136.875;1159
136.938;1159
137.000;1162
137.063;1159
137.125;1159
137.188;1159
137.250;1152
137.313;1149
137.375;1162
137.438;1147
137.500;1147
137.563;1157
137.625;1152
137.688;1154
137.750;1152
137.813;1149
137.875;1149
137.938;1159
138.000;1152
138.063;1162
138.125;1152
138.188;1157
138.250;1152
138.313;1152
138.375;1140
138.438;1147
138.500;1157
138.563;1162
138.625;1152
138.688;1154
138.750;1157
138.813;1162
138.875;1152
138.938;1162
139.000;1154
139.063;1159
139.125;1152
139.188;1149
139.250;1137
139.313;1147
139.375;1152
139.438;1157
139.500;1164
139.563;1152
139.625;1152
139.688;1142
139.750;1157
139.813;1152
139.875;1149
139.938;1154
140.000;1164
140.063;1162
140.125;1157
140.188;1149
140.250;1159
140.313;1164
140.375;1152
140.438;1152
140.500;1152
140.563;1149
140.625;1152
140.688;1152
140.750;1154
140.813;1152
140.875;1152
140.938;1154
141.000;1149
141.063;1157
141.125;1147
141.188;1149
141.250;1142
141.313;1142
141.375;1149
141.438;1149
141.500;1154
141.563;1145
141.625;1152
141.688;1142
141.750;1154
141.813;1147
141.875;1152
141.938;1152
142.000;1149
142.063;1154
142.125;1147
142.188;1152
142.250;1152
142.313;1152
142.375;1147
142.438;1157
142.500;1152
142.563;1142
142.625;1149
142.688;1147
142.750;1145
142.813;1152
142.875;1159
142.938;1157
143.000;1152
143.063;1154
143.125;1176
143.188;1164
143.250;1152
143.313;1135
143.375;1152
143.438;1152
143.500;1147
143.563;1142
143.625;1152
143.688;1162
143.750;1157
143.813;1159
143.875;1147
143.938;1140
144.000;1157
144.063;1152
144.125;1147
144.188;1140
144.250;1140
144.313;1147
144.375;1147
144.438;1145
144.500;1149
144.563;1149
144.625;1137
144.688;1142
144.750;1145
144.813;1159
144.875;1142
144.938;1152
145.000;1142
145.063;1142
145.125;1154
145.188;1149
145.250;1142
145.313;1152
145.375;1140
145.438;1147
145.500;1140
145.563;1149
145.625;1157
145.688;1152
145.750;1147
145.813;1147
145.875;1145
145.938;1159
146.000;1147
146.063;1152
146.125;1162
146.188;1159
146.250;1159
146.313;1149
146.375;1147
146.438;1140
146.500;1145
146.563;1152
146.625;1140
146.688;1142
146.750;1152
146.813;1149
146.875;1147
146.938;1149
147.000;1154
147.063;1152
147.125;1137
147.188;1147
147.250;1154
147.313;1137
147.375;1147
147.438;1154
147.500;1164
147.563;1147
147.625;1157
147.688;1157
147.750;1157
147.813;1162
147.875;1162
147.938;1159
148.000;1147
148.063;1149
148.125;1152
148.188;1162
148.250;1152
148.313;1159
148.375;1145
148.438;1145
148.500;1145
148.563;1140
148.625;1145
148.688;1154
148.750;1147
148.813;1142
148.875;1145
148.938;1147
149.000;1149
149.063;1154
149.125;1154
149.188;1142
149.250;1142
149.313;1152
149.375;1147
149.438;1140
149.500;1147
149.563;1154
149.625;1147
149.688;1147
149.750;1149
149.813;1154
149.875;1140
149.938;1145
150.000;1145
150.063;1149
150.125;1142
150.188;1135
150.250;1154
150.313;1142
150.375;1145
150.438;1147
150.500;1147
150.563;1145
150.625;1147
150.688;1140
150.750;1157
150.813;1142
150.875;1149
150.938;1159
151.000;1145
151.063;1152
151.125;1149
151.188;1152
151.250;1132
151.313;1142
151.375;1152
151.438;1145
151.500;1147
151.563;1152
151.625;1152
151.688;1142
151.750;1140
151.813;1145
151.875;1140
151.938;1147
152.000;1140
152.063;1149
152.125;1157
152.188;1147
152.250;1142
152.313;1145
152.375;1145
152.438;1140
152.500;1142
152.563;1157
152.625;1145
152.688;1152
152.750;1149
152.813;1147
152.875;1130
152.938;1142
153.000;1142
153.063;1152
153.125;1142
153.188;1140
153.250;1152
153.313;1145
153.375;1137
153.438;1140
153.500;1145
153.563;1152
153.625;1137
153.688;1140
153.750;1145
153.813;1166
153.875;1174
153.938;1181
154.000;1169
154.063;1159
154.125;1162
154.188;1164
154.250;1154
154.313;1152
154.375;1149
154.438;1140
154.500;1149
154.563;1149
154.625;1147
154.688;1145
154.750;1145
154.813;1157
154.875;1154
