Frequency[MHz];Amplitude RX1[mV] at pwm=100
147.250;1274
147.313;1262
147.375;1269
147.438;1269
147.500;1267
147.563;1276
147.625;1276
147.688;1281
147.750;1276
147.813;1274
147.875;1276
147.938;1281
148.000;1274
148.063;1274
148.125;1271
148.188;1267
148.250;1274
148.313;1279
148.375;1271
148.438;1267
148.500;1271
148.563;1267
148.625;1269
148.688;1276
148.750;1269
148.813;1269
148.875;1262
148.938;1274
149.000;1281
149.063;1269
149.125;1274
149.188;1269
149.250;1269
149.313;1271
149.375;1279
149.438;1276
149.500;1271
149.563;1274
149.625;1269
149.688;1271
149.750;1267
149.813;1271
149.875;1274
149.938;1274
150.000;1281
150.063;1286
150.125;1279
150.188;1276
150.250;1274
150.313;1271
150.375;1291
150.438;1298
150.500;1284
150.563;1279
150.625;1259
150.688;1274
150.750;1281
150.813;1286
150.875;1279
150.938;1284
151.000;1262
151.063;1269
151.125;1271
151.188;1274
151.250;1262
151.313;1274
151.375;1262
151.438;1269
151.500;1267
151.563;1267
151.625;1269
151.688;1271
151.750;1276
151.813;1274
151.875;1274
151.938;1274
152.000;1276
152.063;1267
152.125;1267
152.188;1286
152.250;1284
152.313;1279
152.375;1276
152.438;1284
152.500;1384
152.563;1447
152.625;1506
152.688;1440
152.750;1416
152.813;1352
152.875;1284
152.938;1267
153.000;1274
153.063;1262
153.125;1269
153.188;1271
153.250;1262
153.313;1264
153.375;1271
153.438;1274
153.500;1271
153.563;1267
153.625;1267
153.688;1279
153.750;1276
153.813;1269
153.875;1274
153.938;1286
154.000;1298
154.063;1289
154.125;1301
154.188;1289
154.250;1298
154.313;1296
154.375;1284
154.438;1281
154.500;1269
154.563;1264
154.625;1262
154.688;1271
154.750;1289
154.813;1318
154.875;1350
154.938;1345
155.000;1320
155.063;1318
155.125;1281
155.188;1271
155.250;1267
155.313;1264
155.375;1259
155.438;1274
155.500;1262
155.563;1262
155.625;1279
155.688;1274
155.750;1271
155.813;1274
155.875;1269
155.938;1276
156.000;1279
156.063;1293
156.125;1298
156.188;1291
156.250;1284
156.313;1276
156.375;1269
156.438;1269
156.500;1276
156.563;1264
156.625;1269
156.688;1262
156.750;1274
156.813;1279
156.875;1264
156.938;1271
157.000;1269
157.063;1271
157.125;1269
157.188;1284
157.250;1274
157.313;1291
157.375;1384
157.438;1623
157.500;1848
157.563;1928
157.625;1977
157.688;1909
157.750;1894
157.813;1799
157.875;1550
157.938;1333
158.000;1271
158.063;1284
158.125;1276
158.188;1284
158.250;1289
158.313;1296
158.375;1279
158.438;1281
158.500;1264
158.563;1262
158.625;1264
158.688;1267
158.750;1264
158.813;1262
158.875;1264
158.938;1271
159.000;1264
159.063;1264
159.125;1289
159.188;1274
159.250;1271
159.313;1274
159.375;1279
159.438;1267
159.500;1259
159.563;1264
159.625;1269
159.688;1274
159.750;1271
159.813;1279
159.875;1267
159.938;1262
160.000;1279
160.063;1267
160.125;1269
160.188;1259
160.250;1269
160.313;1269
160.375;1274
160.438;1274
160.500;1264
160.563;1274
160.625;1262
160.688;1274
160.750;1271
160.813;1264
