Frequency[MHz];Amplitude RX1[mV] at pwm=201
135.313;1220
135.375;1237
135.438;1225
135.500;1235
135.563;1218
135.625;1230
135.688;1235
135.750;1220
135.813;1230
135.875;1230
135.938;1220
136.000;1215
136.063;1220
136.125;1210
136.188;1228
136.250;1218
136.313;1232
136.375;1225
136.438;1232
136.500;1220
136.563;1235
136.625;1228
136.688;1230
136.750;1218
136.813;1228
136.875;1230
136.938;1218
137.000;1240
137.063;1228
137.125;1208
137.188;1215
137.250;1228
137.313;1215
137.375;1230
137.438;1232
137.500;1242
137.563;1223
137.625;1240
137.688;1218
137.750;1240
137.813;1237
137.875;1232
137.938;1218
138.000;1225
138.063;1215
138.125;1230
138.188;1223
138.250;1225
138.313;1223
138.375;1213
138.438;1218
138.500;1228
138.563;1237
138.625;1235
138.688;1218
138.750;1225
138.813;1228
138.875;1230
138.938;1245
139.000;1240
139.063;1240
139.125;1245
139.188;1220
139.250;1218
139.313;1218
139.375;1210
139.438;1218
139.500;1220
139.563;1220
139.625;1240
139.688;1210
139.750;1237
139.813;1230
139.875;1232
139.938;1235
140.000;1223
140.063;1220
140.125;1232
140.188;1237
140.250;1218
140.313;1220
140.375;1220
140.438;1230
140.500;1228
140.563;1210
140.625;1193
140.688;1215
140.750;1220
140.813;1218
140.875;1228
140.938;1242
141.000;1232
141.063;1232
141.125;1228
141.188;1240
141.250;1220
141.313;1208
141.375;1213
141.438;1230
141.500;1230
141.563;1213
141.625;1210
141.688;1213
141.750;1230
141.813;1220
141.875;1218
141.938;1225
142.000;1230
142.063;1247
142.125;1245
142.188;1225
142.250;1240
142.313;1232
142.375;1218
142.438;1237
142.500;1225
142.563;1223
142.625;1225
142.688;1220
142.750;1225
142.813;1213
142.875;1208
142.938;1206
143.000;1230
143.063;1232
143.125;1235
143.188;1230
143.250;1235
143.313;1225
143.375;1230
143.438;1235
143.500;1218
143.563;1213
143.625;1213
143.688;1242
143.750;1218
143.813;1250
143.875;1240
143.938;1296
144.000;1242
144.063;1257
144.125;1237
144.188;1267
144.250;1271
144.313;1240
144.375;1247
144.438;1237
144.500;1232
144.563;1264
144.625;1230
144.688;1215
144.750;1230
144.813;1232
144.875;1208
144.938;1225
145.000;1223
145.063;1215
145.125;1237
145.188;1210
145.250;1218
145.313;1218
145.375;1240
145.438;1247
145.500;1237
145.563;1223
145.625;1240
145.688;1208
145.750;1240
145.813;1228
145.875;1240
145.938;1235
146.000;1220
146.063;1210
146.125;1225
146.188;1220
146.250;1218
146.313;1230
146.375;1228
146.438;1254
146.500;1232
146.563;1213
146.625;1235
146.688;1228
146.750;1252
146.813;1230
146.875;1225
146.938;1230
