Frequency[MHz];Amplitude RX1[mV] at pwm=120
118.688;1386
118.750;1369
118.813;1340
118.875;1384
118.938;1342
119.000;1342
119.063;1396
119.125;1364
119.188;1367
119.250;1394
119.313;1357
119.375;1391
119.438;1379
119.500;1347
119.563;1398
119.625;1367
119.688;1352
119.750;1433
119.813;1391
119.875;1369
119.938;1469
120.000;1491
120.063;1538
120.125;1513
120.188;1477
120.250;1455
120.313;1425
120.375;1401
120.438;1428
120.500;1389
120.563;1359
120.625;1433
120.688;1372
120.750;1367
120.813;1433
120.875;1389
120.938;1389
121.000;1418
121.063;1391
121.125;1433
121.188;1418
121.250;1376
121.313;1447
121.375;1411
121.438;1406
121.500;1467
121.563;1416
121.625;1384
121.688;1474
121.750;1420
121.813;1437
121.875;1455
121.938;1413
122.000;1464
122.063;1450
122.125;1428
122.188;1481
122.250;1433
122.313;1423
122.375;1489
122.438;1457
122.500;1433
122.563;1489
122.625;1442
122.688;1447
122.750;1484
122.813;1437
122.875;1491
122.938;1520
123.000;1516
123.063;1523
123.125;1496
123.188;1494
123.250;1501
123.313;1459
123.375;1445
123.438;1506
123.500;1464
123.563;1442
123.625;1494
123.688;1459
123.750;1474
123.813;1481
123.875;1462
123.938;1496
124.000;1474
124.063;1457
124.125;1516
124.188;1462
124.250;1459
124.313;1511
124.375;1472
124.438;1467
124.500;1511
124.563;1459
124.625;1501
124.688;1486
124.750;1474
124.813;1520
124.875;1489
124.938;1520
125.000;1606
125.063;1616
125.125;1586
125.188;1599
125.250;1511
125.313;1479
125.375;1523
125.438;1479
125.500;1499
125.563;1503
125.625;1474
125.688;1525
125.750;1481
125.813;1474
125.875;1525
125.938;1481
126.000;1484
126.063;1545
126.125;1479
126.188;1479
126.250;1533
126.313;1481
126.375;1508
126.438;1520
126.500;1477
126.563;1525
126.625;1494
126.688;1491
126.750;1542
126.813;1489
126.875;1489
126.938;1538
127.000;1484
127.063;1491
127.125;1538
127.188;1484
127.250;1486
127.313;1520
127.375;1484
127.438;1533
127.500;1503
127.563;1489
127.625;1552
127.688;1501
127.750;1506
127.813;1589
127.875;1677
127.938;1926
128.000;2011
128.063;2075
128.125;2041
128.188;1992
128.250;1882
128.313;1691
128.375;1560
128.438;1501
128.500;1550
128.563;1494
128.625;1474
128.688;1547
128.750;1491
128.813;1494
128.875;1545
128.938;1474
129.000;1513
129.063;1530
129.125;1479
129.188;1523
129.250;1499
129.313;1469
129.375;1530
129.438;1472
129.500;1469
129.563;1525
129.625;1462
129.688;1462
129.750;1523
129.813;1457
129.875;1486
129.938;1491
130.000;1440
130.063;1491
130.125;1457
130.188;1435
130.250;1494
130.313;1442
130.375;1423
130.438;1499
130.500;1437
130.563;1411
130.625;1481
130.688;1401
130.750;1430
130.813;1459
130.875;1398
130.938;1437
131.000;1408
131.063;1391
131.125;1435
131.188;1386
131.250;1384
131.313;1428
131.375;1381
131.438;1369
131.500;1420
131.563;1364
131.625;1354
131.688;1391
131.750;1347
131.813;1374
131.875;1357
131.938;1335
132.000;1364
132.063;1330
132.125;1333
132.188;1367
132.250;1311
132.313;1298
132.375;1350
132.438;1308
132.500;1301
132.563;1335
132.625;1296
132.688;1347
132.750;1350
132.813;1320
132.875;1354
132.938;1313
133.000;1289
133.063;1318
133.125;1284
133.188;1279
133.250;1323
133.313;1279
133.375;1296
133.438;1320
133.500;1284
133.563;1308
133.625;1296
133.688;1279
133.750;1320
133.813;1296
133.875;1298
133.938;1318
134.000;1303
134.063;1303
134.125;1342
134.188;1298
134.250;1320
134.313;1362
134.375;1328
134.438;1340
134.500;1347
134.563;1340
134.625;1359
134.688;1354
134.750;1352
134.813;1379
134.875;1362
134.938;1359
135.000;1401
135.063;1381
135.125;1369
135.188;1413
135.250;1389
135.313;1401
135.375;1420
135.438;1398
135.500;1418
135.563;1406
135.625;1394
135.688;1445
135.750;1428
135.813;1406
135.875;1447
135.938;1413
136.000;1413
136.063;1462
136.125;1413
136.188;1430
136.250;1464
136.313;1425
136.375;1464
136.438;1457
136.500;1428
136.563;1472
136.625;1462
136.688;1455
136.750;1496
136.813;1469
136.875;1455
136.938;1520
137.000;1469
137.063;1479
137.125;1520
137.188;1469
137.250;1496
137.313;1491
137.375;1472
137.438;1503
137.500;1496
137.563;1486
137.625;1552
137.688;1611
137.750;1625
137.813;1655
137.875;1623
137.938;1604
138.000;1599
138.063;1604
138.125;1611
138.188;1574
138.250;1533
138.313;1530
138.375;1528
138.438;1508
138.500;1567
138.563;1533
138.625;1545
138.688;1657
138.750;1833
138.813;1965
138.875;2036
138.938;2041
139.000;1979
139.063;1911
139.125;1748
139.188;1618
139.250;1560
139.313;1533
139.375;1557
139.438;1560
139.500;1542
139.563;1564
139.625;1535
139.688;1528
139.750;1572
139.813;1547
139.875;1557
139.938;1555
140.000;1545
140.063;1552
140.125;1552
140.188;1542
140.250;1564
140.313;1555
140.375;1547
140.438;1560
140.500;1567
140.563;1547
140.625;1567
140.688;1560
140.750;1555
140.813;1552
140.875;1542
140.938;1557
141.000;1547
141.063;1535
141.125;1564
141.188;1564
141.250;1560
141.313;1574
141.375;1560
141.438;1552
141.500;1560
141.563;1545
141.625;1545
141.688;1542
141.750;1550
141.813;1550
141.875;1564
141.938;1550
142.000;1547
142.063;1547
142.125;1538
142.188;1530
142.250;1528
142.313;1523
142.375;1535
142.438;1542
142.500;1520
142.563;1540
142.625;1562
142.688;1564
142.750;1572
142.813;1550
142.875;1540
142.938;1520
143.000;1518
143.063;1528
143.125;1550
143.188;1594
143.250;1723
143.313;1936
143.375;2172
143.438;2233
143.500;2277
143.563;2246
143.625;2219
143.688;2099
143.750;1884
143.813;1679
143.875;1555
143.938;1611
144.000;1691
144.063;1789
144.125;1772
144.188;1665
144.250;1562
144.313;1499
144.375;1474
144.438;1479
144.500;1469
144.563;1459
144.625;1467
144.688;1464
144.750;1462
144.813;1459
144.875;1452
144.938;1457
145.000;1447
145.063;1452
145.125;1462
145.188;1452
145.250;1462
145.313;1464
145.375;1464
145.438;1462
145.500;1452
145.563;1442
145.625;1445
145.688;1457
145.750;1452
145.813;1450
145.875;1464
145.938;1462
146.000;1469
146.063;1481
146.125;1484
146.188;1494
146.250;1484
146.313;1486
146.375;1477
146.438;1474
146.500;1496
146.563;1513
146.625;1533
146.688;1540
146.750;1530
146.813;1530
146.875;1516
146.938;1528
147.000;1501
147.063;1523
147.125;1545
147.188;1564
147.250;1569
147.313;1582
147.375;1579
147.438;1567
147.500;1630
147.563;1657
147.625;1669
147.688;1635
147.750;1599
147.813;1577
147.875;1545
147.938;1530
148.000;1511
148.063;1484
148.125;1474
148.188;1496
148.250;1477
148.313;1481
148.375;1474
148.438;1467
148.500;1464
148.563;1455
148.625;1467
148.688;1477
148.750;1462
148.813;1472
148.875;1467
148.938;1477
149.000;1467
149.063;1484
149.125;1472
149.188;1467
149.250;1477
149.313;1506
149.375;1545
149.438;1550
149.500;1533
149.563;1518
149.625;1506
149.688;1499
149.750;1506
149.813;1494
149.875;1496
149.938;1491
150.000;1486
150.063;1501
150.125;1484
150.188;1467
150.250;1464
150.313;1472
150.375;1464
150.438;1479
150.500;1455
150.563;1452
150.625;1464
150.688;1457
150.750;1474
150.813;1508
150.875;1523
150.938;1547
151.000;1525
151.063;1520
151.125;1635
151.188;1711
151.250;1789
151.313;1750
151.375;1706
151.438;1606
151.500;1506
151.563;1469
151.625;1447
151.688;1442
151.750;1428
151.813;1433
151.875;1420
151.938;1420
152.000;1416
152.063;1413
152.125;1420
152.188;1420
152.250;1420
152.313;1416
152.375;1420
152.438;1420
152.500;1413
152.563;1435
152.625;1430
152.688;1423
152.750;1435
152.813;1447
152.875;1455
152.938;1464
153.000;1457
153.063;1452
153.125;1459
153.188;1450
153.250;1459
153.313;1464
153.375;1457
153.438;1457
153.500;1452
153.563;1440
153.625;1442
153.688;1437
153.750;1423
153.813;1420
153.875;1418
153.938;1420
154.000;1428
154.063;1418
154.125;1413
154.188;1416
154.250;1406
154.313;1413
154.375;1418
154.438;1420
154.500;1413
154.563;1408
154.625;1416
154.688;1416
154.750;1445
154.813;1452
154.875;1452
154.938;1447
155.000;1437
155.063;1425
155.125;1411
155.188;1408
155.250;1408
155.313;1413
155.375;1408
155.438;1416
155.500;1411
155.563;1396
155.625;1403
155.688;1406
155.750;1403
155.813;1408
155.875;1398
155.938;1398
156.000;1416
156.063;1416
156.125;1411
156.188;1403
156.250;1396
156.313;1381
156.375;1401
156.438;1381
156.500;1394
156.563;1401
156.625;1376
156.688;1394
156.750;1396
156.813;1394
156.875;1379
156.938;1381
157.000;1376
157.063;1374
157.125;1376
157.188;1384
157.250;1398
157.313;1374
157.375;1367
157.438;1374
157.500;1376
157.563;1376
157.625;1372
157.688;1374
157.750;1379
157.813;1379
157.875;1364
157.938;1376
158.000;1359
158.063;1362
158.125;1367
158.188;1367
158.250;1367
158.313;1384
158.375;1367
158.438;1359
158.500;1369
158.563;1369
158.625;1369
